,coffee,date,value
122,coffee,2014-07-01,196.895217391304
123,coffee,2014-06-01,197.890952380952
124,coffee,2014-05-01,214.202727272727
125,coffee,2014-04-01,223.494090909091
126,coffee,2014-03-01,214.086666666667
127,coffee,2014-02-01,173.6435
128,coffee,2014-01-01,132.518260869565
129,coffee,2013-12-01,125.735454545455
130,coffee,2013-11-01,122.018095238095
131,coffee,2013-10-01,128.698695652174
132,coffee,2013-09-01,132.281428571429
133,coffee,2013-08-01,135.154090909091
134,coffee,2013-07-01,138.387391304348
135,coffee,2013-06-01,138.2595
136,coffee,2013-05-01,147.186086956522
137,coffee,2013-04-01,149.786818181818
138,coffee,2013-03-01,149.808095238095
139,coffee,2013-02-01,149.459
140,coffee,2013-01-01,157.037391304348
141,coffee,2012-12-01,152.707619047619
142,coffee,2012-11-01,159.906363636364
143,coffee,2012-10-01,173.317391304348
144,coffee,2012-09-01,178.977
145,coffee,2012-08-01,174.824347826087
146,coffee,2012-07-01,190.445909090909
147,coffee,2012-06-01,168.686666666667
148,coffee,2012-05-01,184.364782608696
149,coffee,2012-04-01,191.448571428571
150,coffee,2012-03-01,201.255909090909
151,coffee,2012-02-01,224.157619047619
152,coffee,2012-01-01,237.206818181818
153,coffee,2011-12-01,236.297727272727
154,coffee,2011-11-01,245.087272727273
155,coffee,2011-10-01,247.82380952381
156,coffee,2011-09-01,274.880454545455
157,coffee,2011-08-01,270.440434782609
158,coffee,2011-07-01,268.021428571429
159,coffee,2011-06-01,274.980909090909
160,coffee,2011-05-01,291.065909090909
161,coffee,2011-04-01,300.477142857143
162,coffee,2011-03-01,292.067391304348
163,coffee,2011-02-01,288.3885
164,coffee,2011-01-01,263.765714285714
165,coffee,2010-12-01,249.443913043478
166,coffee,2010-11-01,233.512727272727
167,coffee,2010-10-01,217.439047619048
168,coffee,2010-09-01,222.713181818182
169,coffee,2010-08-01,211.59
170,coffee,2010-07-01,203.213636363636
171,coffee,2010-06-01,190.903181818182
172,coffee,2010-05-01,173.369047619048
173,coffee,2010-04-01,169.389545454545
174,coffee,2010-03-01,164.502608695652
175,coffee,2010-02-01,157.8565
176,coffee,2010-01-01,158.655714285714
177,coffee,2009-12-01,157.943913043478
178,coffee,2009-11-01,152.210476190476
179,coffee,2009-10-01,154.572272727273
180,coffee,2009-09-01,148.51
181,coffee,2009-08-01,149.761904761905
182,coffee,2009-07-01,140.897826086957
183,coffee,2009-06-01,149.781363636364
184,coffee,2009-05-01,150.492380952381
185,coffee,2009-04-01,135.078181818182
186,coffee,2009-03-01,128.52
187,coffee,2009-02-01,129.4815
188,coffee,2009-01-01,127.807272727273
189,coffee,2008-12-01,118.792173913043
190,coffee,2008-11-01,121.886
191,coffee,2008-10-01,123.586956521739
192,coffee,2008-09-01,143.269090909091
193,coffee,2008-08-01,146.428095238095
194,coffee,2008-07-01,147.356956521739
195,coffee,2008-06-01,146.149523809524
196,coffee,2008-05-01,142.043636363636
197,coffee,2008-04-01,140.704545454545
198,coffee,2008-03-01,149.220476190476
199,coffee,2008-02-01,157.289523809524
200,coffee,2008-01-01,139.822608695652
201,coffee,2007-12-01,138.042857142857
202,coffee,2007-11-01,131.045454545455
203,coffee,2007-10-01,134.290869565217
204,coffee,2007-09-01,128.0435
205,coffee,2007-08-01,123.150869565217
206,coffee,2007-07-01,117.633181818182
207,coffee,2007-06-01,119.328095238095
208,coffee,2007-05-01,113.326956521739
209,coffee,2007-04-01,114.694761904762
210,coffee,2007-03-01,117.083636363636
211,coffee,2007-02-01,122.032
212,coffee,2007-01-01,124.694347826087
213,coffee,2006-12-01,128.356190476191
214,coffee,2006-11-01,122.265454545455
215,coffee,2006-10-01,110.633181818182
216,coffee,2006-09-01,109.826666666667
217,coffee,2006-08-01,111.73
218,coffee,2006-07-01,104.997619047619
219,coffee,2006-06-01,103.149545454545
220,coffee,2006-05-01,109.629565217391
221,coffee,2006-04-01,115.3375
222,coffee,2006-03-01,113.660434782609
223,coffee,2006-02-01,119.1215
224,coffee,2006-01-01,124.198636363636
225,coffee,2005-12-01,105.924545454545
226,coffee,2005-11-01,107.742272727273
227,coffee,2005-10-01,105.099047619048
228,coffee,2005-09-01,99.4909090909091
229,coffee,2005-08-01,108.203913043478
230,coffee,2005-07-01,109.928571428571
231,coffee,2005-06-01,121.155909090909
232,coffee,2005-05-01,128.397727272727
233,coffee,2005-04-01,129.529523809524
234,coffee,2005-03-01,134.777826086957
235,coffee,2005-02-01,120.8325
236,coffee,2005-01-01,107.164285714286
237,coffee,2004-12-01,104.388260869565
238,coffee,2004-11-01,90.2677272727273
239,coffee,2004-10-01,80.5509523809524
240,coffee,2004-09-01,80.4659090909091
241,coffee,2004-08-01,73.6081818181818
242,coffee,2004-07-01,74.9677272727273
243,coffee,2004-06-01,82.2145454545455
244,coffee,2004-05-01,77.44
245,coffee,2004-04-01,75.5377272727273
246,coffee,2004-03-01,78.0591304347826
247,coffee,2004-02-01,76.2255
248,coffee,2004-01-01,72.0286363636364
249,coffee,2003-12-01,64.884347826087
250,coffee,2003-11-01,62.2775
251,coffee,2003-10-01,64.2834782608696
252,coffee,2003-09-01,66.4104545454545
253,coffee,2003-08-01,63.8914285714286
254,coffee,2003-07-01,62.9513043478261
255,coffee,2003-06-01,61.0466666666667
256,coffee,2003-05-01,66.0968181818182
257,coffee,2003-04-01,64.6922727272727
258,coffee,2003-03-01,61.7480952380952
259,coffee,2003-02-01,66.4085
260,coffee,2003-01-01,65.3834782608696
261,coffee,2002-12-01,63.6559090909091
262,coffee,2002-11-01,69.8680952380952
263,coffee,2002-10-01,65.7308695652174
264,coffee,2002-09-01,60.6661904761905
265,coffee,2002-08-01,54.3640909090909
266,coffee,2002-07-01,56.4773913043478
267,coffee,2002-06-01,58.5555
268,coffee,2002-05-01,61.4604347826087
269,coffee,2002-04-01,65.3368181818182
270,coffee,2002-03-01,64.0704761904762
271,coffee,2002-02-01,59.116
272,coffee,2002-01-01,58.2430434782609
273,coffee,2001-12-01,56.5852380952381
274,coffee,2001-11-01,58.8477272727273
275,coffee,2001-10-01,56.3678260869565
276,coffee,2001-09-01,58.267
277,coffee,2001-08-01,59.3313043478261
278,coffee,2001-07-01,58.9413636363636
279,coffee,2001-06-01,63.8461904761905
280,coffee,2001-05-01,69.6313043478261
281,coffee,2001-04-01,65.9976190476191
282,coffee,2001-03-01,66.6659090909091
283,coffee,2001-02-01,67.2755
284,coffee,2001-01-01,65.6526086956522
285,coffee,2000-12-01,65.9033333333333
286,coffee,2000-11-01,71.3904545454546
287,coffee,2000-10-01,76.7645454545455
288,coffee,2000-09-01,75.8352380952381
289,coffee,2000-08-01,79.3039130434783
290,coffee,2000-07-01,87.6561904761905
291,coffee,2000-06-01,86.8940909090909
292,coffee,2000-05-01,91.5060869565217
293,coffee,2000-04-01,94.65
294,coffee,2000-03-01,100.652608695652
295,coffee,2000-02-01,104.041428571429
296,coffee,2000-01-01,111.851428571429
297,coffee,1999-12-01,123.165217391304
298,coffee,1999-11-01,112.450909090909
299,coffee,1999-10-01,92.7590476190476
300,coffee,1999-09-01,84.5240909090909
301,coffee,1999-08-01,91.4995454545454
302,coffee,1999-07-01,95.7918181818182
303,coffee,1999-06-01,108.117272727273
304,coffee,1999-05-01,111.354761904762
305,coffee,1999-04-01,102.828636363636
306,coffee,1999-03-01,105.132173913043
307,coffee,1999-02-01,104.762
308,coffee,1999-01-01,114.227619047619
309,coffee,1998-12-01,117.056086956522
310,coffee,1998-11-01,116.121904761905
311,coffee,1998-10-01,109.387272727273
312,coffee,1998-09-01,112.944090909091
313,coffee,1998-08-01,123.647142857143
314,coffee,1998-07-01,116.941304347826
315,coffee,1998-06-01,126.663181818182
316,coffee,1998-05-01,138.937619047619
317,coffee,1998-04-01,150.255
318,coffee,1998-03-01,158.39
319,coffee,1998-02-01,178.374
320,coffee,1998-01-01,176.913636363636
321,coffee,1997-12-01,176.779565217391
322,coffee,1997-11-01,160.3115
323,coffee,1997-10-01,169.149130434783
324,coffee,1997-09-01,190.864545454545
325,coffee,1997-08-01,191.099047619048
326,coffee,1997-07-01,190.158260869565
327,coffee,1997-06-01,226.760952380952
328,coffee,1997-05-01,265.605909090909
329,coffee,1997-04-01,205.440909090909
330,coffee,1997-03-01,193.408095238095
331,coffee,1997-02-01,166.3255
332,coffee,1997-01-01,131.233913043478
333,coffee,1996-12-01,116.893636363636
334,coffee,1996-11-01,123.91380952381
335,coffee,1996-10-01,123.776956521739
336,coffee,1996-09-01,119.812380952381
337,coffee,1996-08-01,125.507727272727
338,coffee,1996-07-01,123.700869565217
339,coffee,1996-06-01,125.03
340,coffee,1996-05-01,129.595652173913
341,coffee,1996-04-01,121.883181818182
342,coffee,1996-03-01,120.807619047619
343,coffee,1996-02-01,124.780476190476
344,coffee,1996-01-01,107.961739130435
345,coffee,1995-12-01,106.368095238095
346,coffee,1995-11-01,125.260454545455
347,coffee,1995-10-01,127.085909090909
348,coffee,1995-09-01,137.138095238095
349,coffee,1995-08-01,150.991739130435
350,coffee,1995-07-01,140.296666666667
351,coffee,1995-06-01,158.603181818182
352,coffee,1995-05-01,173.245652173913
353,coffee,1995-04-01,173.237
354,coffee,1995-03-01,179.210869565217
355,coffee,1995-02-01,167.475
356,coffee,1995-01-01,171.088181818182
357,coffee,1994-12-01,162.265
358,coffee,1994-11-01,188.116363636364
359,coffee,1994-10-01,207.313809523809
360,coffee,1994-09-01,218.680454545455
361,coffee,1994-08-01,199.139565217391
362,coffee,1994-07-01,201.41
363,coffee,1994-06-01,133.361363636364
364,coffee,1994-05-01,117.166363636364
365,coffee,1994-04-01,90.9376190476191
366,coffee,1994-03-01,87.0147826086956
367,coffee,1994-02-01,83.2
368,coffee,1994-01-01,79.5823809523809
369,coffee,1993-12-01,82.5526086956522
370,coffee,1993-11-01,79.2386363636364
371,coffee,1993-10-01,76.6433333333334
372,coffee,1993-09-01,81.1218181818182
373,coffee,1993-08-01,76.1872727272727
374,coffee,1993-07-01,70.4790909090909
375,coffee,1993-06-01,63.1904545454545
376,coffee,1993-05-01,61.6590476190476
377,coffee,1993-04-01,58.4145454545454
378,coffee,1993-03-01,64.6813043478261
379,coffee,1993-02-01,67.4365
380,coffee,1993-01-01,71.8190476190477
381,coffee,1992-12-01,75.1391304347826
382,coffee,1992-11-01,52.5128571428572
383,coffee,1992-10-01,50.83
384,coffee,1992-09-01,51.6731818181818
385,coffee,1992-08-01,53.3538095238095
386,coffee,1992-07-01,58.3491304347826
387,coffee,1992-06-01,59.4481818181818
388,coffee,1992-05-01,60.7966666666667
389,coffee,1992-04-01,66.5222727272727
390,coffee,1992-03-01,69.8936363636364
391,coffee,1992-02-01,69.298
392,coffee,1992-01-01,73.0318181818182
393,coffee,1991-12-01,75.0966796875
394,coffee,1991-11-01,78.5177917480469
395,coffee,1991-10-01,79.86181640625
396,coffee,1991-09-01,87.4509887695313
397,coffee,1991-08-01,81.6188049316406
398,coffee,1991-07-01,82.8082580566406
399,coffee,1991-06-01,85.5
400,coffee,1991-05-01,87.5899963378906
401,coffee,1991-04-01,92.2699890136719
402,coffee,1991-03-01,93.7200012207031
403,coffee,1991-02-01,89.5700073242188
404,coffee,1991-01-01,86.3200073242188
405,coffee,1990-12-01,89.8900146484375
406,coffee,1990-11-01,84.8399963378906
407,coffee,1990-10-01,91.4100036621094
408,coffee,1990-09-01,94.9200134277344
409,coffee,1990-08-01,94.4200134277344
410,coffee,1990-07-01,86.4800109863281
411,coffee,1990-06-01,88.260009765625
412,coffee,1990-05-01,92.0199890136719
413,coffee,1990-04-01,93.7300109863281
414,coffee,1990-03-01,93.9599914550781
415,coffee,1990-02-01,84.010009765625
416,coffee,1990-01-01,75.8299865722656
417,coffee,1989-12-01,.
418,coffee,1989-11-01,.
419,coffee,1989-10-01,.
420,coffee,1989-09-01,.
421,coffee,1989-08-01,.
422,coffee,1989-07-01,.
423,coffee,1989-06-01,.
424,coffee,1989-05-01,.
425,coffee,1989-04-01,.
426,coffee,1989-03-01,.
427,coffee,1989-02-01,.
428,coffee,1989-01-01,.
429,coffee,1988-12-01,.
430,coffee,1988-11-01,.
431,coffee,1988-10-01,.
432,coffee,1988-09-01,.
433,coffee,1988-08-01,.
434,coffee,1988-07-01,.
435,coffee,1988-06-01,.
436,coffee,1988-05-01,.
437,coffee,1988-04-01,.
438,coffee,1988-03-01,.
439,coffee,1988-02-01,.
440,coffee,1988-01-01,.
441,coffee,1987-12-01,.
442,coffee,1987-11-01,.
443,coffee,1987-10-01,.
444,coffee,1987-09-01,.
445,coffee,1987-08-01,.
446,coffee,1987-07-01,.
447,coffee,1987-06-01,.
448,coffee,1987-05-01,.
449,coffee,1987-04-01,.
450,coffee,1987-03-01,.
451,coffee,1987-02-01,.
452,coffee,1987-01-01,.
453,coffee,1986-12-01,.
454,coffee,1986-11-01,.
455,coffee,1986-10-01,.
456,coffee,1986-09-01,.
457,coffee,1986-08-01,.
458,coffee,1986-07-01,.
459,coffee,1986-06-01,.
460,coffee,1986-05-01,.
461,coffee,1986-04-01,.
462,coffee,1986-03-01,.
463,coffee,1986-02-01,.
464,coffee,1986-01-01,.
465,coffee,1985-12-01,.
466,coffee,1985-11-01,.
467,coffee,1985-10-01,.
468,coffee,1985-09-01,.
469,coffee,1985-08-01,.
470,coffee,1985-07-01,.
471,coffee,1985-06-01,.
472,coffee,1985-05-01,.
473,coffee,1985-04-01,.
474,coffee,1985-03-01,.
475,coffee,1985-02-01,.
476,coffee,1985-01-01,.
477,coffee,1984-12-01,.
478,coffee,1984-11-01,.
479,coffee,1984-10-01,.
480,coffee,1984-09-01,.
481,coffee,1984-08-01,.
482,coffee,1984-07-01,.
483,coffee,1984-06-01,.
484,coffee,1984-05-01,.
485,coffee,1984-04-01,.
486,coffee,1984-03-01,.
487,coffee,1984-02-01,.
488,coffee,1984-01-01,.
489,coffee,1983-12-01,.
490,coffee,1983-11-01,.
491,coffee,1983-10-01,.
492,coffee,1983-09-01,.
493,coffee,1983-08-01,.
494,coffee,1983-07-01,.
495,coffee,1983-06-01,.
496,coffee,1983-05-01,.
497,coffee,1983-04-01,.
498,coffee,1983-03-01,.
499,coffee,1983-02-01,.
500,coffee,1983-01-01,.
501,coffee,1982-12-01,.
502,coffee,1982-11-01,.
503,coffee,1982-10-01,.
504,coffee,1982-09-01,.
505,coffee,1982-08-01,.
506,coffee,1982-07-01,.
507,coffee,1982-06-01,.
508,coffee,1982-05-01,.
509,coffee,1982-04-01,.
510,coffee,1982-03-01,.
511,coffee,1982-02-01,.
512,coffee,1982-01-01,.
513,coffee,1981-12-01,.
514,coffee,1981-11-01,.
515,coffee,1981-10-01,.
516,coffee,1981-09-01,.
517,coffee,1981-08-01,.
518,coffee,1981-07-01,.
519,coffee,1981-06-01,.
520,coffee,1981-05-01,.
521,coffee,1981-04-01,.
522,coffee,1981-03-01,.
523,coffee,1981-02-01,.
524,coffee,1981-01-01,.
525,coffee,1980-12-01,.
526,coffee,1980-11-01,.
527,coffee,1980-10-01,.
528,coffee,1980-09-01,.
529,coffee,1980-08-01,.
530,coffee,1980-07-01,.
531,coffee,1980-06-01,.
532,coffee,1980-05-01,.
533,coffee,1980-04-01,.
534,coffee,1980-03-01,.
535,coffee,1980-02-01,.
536,coffee,1980-01-01,.
