,sugar,date,value
65,sugar,2019-04-01,12.5357142857143
66,sugar,2019-03-01,12.4738095238095
67,sugar,2019-02-01,12.9289473684211
68,sugar,2019-01-01,12.6809523809524
69,sugar,2018-12-01,12.5535
70,sugar,2018-11-01,12.792380952381
71,sugar,2018-10-01,13.1847826086957
72,sugar,2018-09-01,10.7836842105263
73,sugar,2018-08-01,10.4552173913043
74,sugar,2018-07-01,11.1552380952381
75,sugar,2018-06-01,12.0619047619048
76,sugar,2018-05-01,11.8272727272727
77,sugar,2018-04-01,11.8242857142857
78,sugar,2018-03-01,12.8257142857143
79,sugar,2018-02-01,13.5726315789474
80,sugar,2018-01-01,13.9795238095238
81,sugar,2017-12-01,14.4325
82,sugar,2017-11-01,14.9666666666667
83,sugar,2017-10-01,14.2318181818182
84,sugar,2017-09-01,13.931
85,sugar,2017-08-01,13.7960869565217
86,sugar,2017-07-01,14.119
87,sugar,2017-06-01,13.53
88,sugar,2017-05-01,15.6890909090909
89,sugar,2017-04-01,16.3168421052632
90,sugar,2017-03-01,18.0595652173913
91,sugar,2017-02-01,20.4057894736842
92,sugar,2017-01-01,20.5375
93,sugar,2016-12-01,18.83
94,sugar,2016-11-01,20.8685714285714
95,sugar,2016-10-01,22.9166666666667
96,sugar,2016-09-01,21.352380952381
97,sugar,2016-08-01,20.014347826087
98,sugar,2016-07-01,19.687
99,sugar,2016-06-01,19.3372727272727
100,sugar,2016-05-01,16.6842857142857
101,sugar,2016-04-01,14.9980952380952
102,sugar,2016-03-01,15.4304545454545
103,sugar,2016-02-01,13.314
104,sugar,2016-01-01,14.2910526315789
105,sugar,2015-12-01,14.7627272727273
106,sugar,2015-11-01,14.843
107,sugar,2015-10-01,14.1418181818182
108,sugar,2015-09-01,12.1371428571429
109,sugar,2015-08-01,10.6747619047619
110,sugar,2015-07-01,11.8786363636364
111,sugar,2015-06-01,12.1136363636364
112,sugar,2015-05-01,12.7035
113,sugar,2015-04-01,12.9109523809524
114,sugar,2015-03-01,12.8409090909091
115,sugar,2015-02-01,14.5121052631579
116,sugar,2015-01-01,15.0625
117,sugar,2014-12-01,14.9922727272727
118,sugar,2014-11-01,15.8789473684211
119,sugar,2014-10-01,16.475652173913
120,sugar,2014-09-01,16.5442857142857
121,sugar,2014-08-01,17.7247619047619
122,sugar,2014-07-01,18.7304545454545
123,sugar,2014-06-01,18.2419047619048
124,sugar,2014-05-01,18.2404761904762
125,sugar,2014-04-01,18.2147619047619
126,sugar,2014-03-01,17.8880952380952
127,sugar,2014-02-01,16.8852631578947
128,sugar,2014-01-01,15.707619047619
129,sugar,2013-12-01,16.5447619047619
130,sugar,2013-11-01,17.7485
131,sugar,2013-10-01,18.8126086956522
132,sugar,2013-09-01,17.619
133,sugar,2013-08-01,17.2440909090909
134,sugar,2013-07-01,17.0963636363636
135,sugar,2013-06-01,16.956
136,sugar,2013-05-01,17.4263636363636
137,sugar,2013-04-01,17.6622727272727
138,sugar,2013-03-01,18.339
139,sugar,2013-02-01,18.2078947368421
140,sugar,2013-01-01,18.8457142857143
141,sugar,2012-12-01,19.202
142,sugar,2012-11-01,19.3133333333333
143,sugar,2012-10-01,20.3886956521739
144,sugar,2012-09-01,20.2063157894737
145,sugar,2012-08-01,20.5613043478261
146,sugar,2012-07-01,22.7571428571429
147,sugar,2012-06-01,20.0980952380952
148,sugar,2012-05-01,20.2654545454545
149,sugar,2012-04-01,22.477
150,sugar,2012-03-01,23.7881818181818
151,sugar,2012-02-01,23.416
152,sugar,2012-01-01,24.0205
153,sugar,2011-12-01,23.4152380952381
154,sugar,2011-11-01,24.517619047619
155,sugar,2011-10-01,26.2985714285714
156,sugar,2011-09-01,26.6385714285714
157,sugar,2011-08-01,28.874347826087
158,sugar,2011-07-01,29.471
159,sugar,2011-06-01,24.9245454545455
160,sugar,2011-05-01,21.8409523809524
161,sugar,2011-04-01,23.903
162,sugar,2011-03-01,25.9
163,sugar,2011-02-01,29.3063157894737
164,sugar,2011-01-01,29.7368421052632
165,sugar,2010-12-01,28.0409090909091
166,sugar,2010-11-01,26.4204761904762
167,sugar,2010-10-01,26.9438095238095
168,sugar,2010-09-01,22.6695238095238
169,sugar,2010-08-01,18.6036363636364
170,sugar,2010-07-01,17.69
171,sugar,2010-06-01,16.3
172,sugar,2010-05-01,15.105
173,sugar,2010-04-01,16.8857142857143
174,sugar,2010-03-01,18.1478260869565
175,sugar,2010-02-01,21.978947368421
176,sugar,2010-01-01,21.9052631578947
177,sugar,2009-12-01,24.9027272727273
178,sugar,2009-11-01,22.769
179,sugar,2009-10-01,23.1609090909091
180,sugar,2009-09-01,23.4514285714286
181,sugar,2009-08-01,21.72
182,sugar,2009-07-01,17.8045454545455
183,sugar,2009-06-01,16.5759090909091
184,sugar,2009-05-01,15.466
185,sugar,2009-04-01,13.4695238095238
186,sugar,2009-03-01,12.9281818181818
187,sugar,2009-02-01,13.3121052631579
188,sugar,2009-01-01,12.244
189,sugar,2008-12-01,11.32
190,sugar,2008-11-01,11.8284210526316
191,sugar,2008-10-01,11.7021739130435
192,sugar,2008-09-01,14.0204761904762
193,sugar,2008-08-01,13.6814285714286
194,sugar,2008-07-01,13.2077272727273
195,sugar,2008-06-01,12.0652380952381
196,sugar,2008-05-01,10.9347619047619
197,sugar,2008-04-01,12.5227272727273
198,sugar,2008-03-01,12.8765
199,sugar,2008-02-01,13.6075
200,sugar,2008-01-01,11.6595238095238
201,sugar,2007-12-01,10.4463157894737
202,sugar,2007-11-01,9.896
203,sugar,2007-10-01,9.99478260869565
204,sugar,2007-09-01,9.85105263157895
205,sugar,2007-08-01,9.61304347826087
206,sugar,2007-07-01,9.89571428571428
207,sugar,2007-06-01,9.26047619047619
208,sugar,2007-05-01,9.08636363636364
209,sugar,2007-04-01,9.594
210,sugar,2007-03-01,10.3668181818182
211,sugar,2007-02-01,10.5715789473684
212,sugar,2007-01-01,10.9035
213,sugar,2006-12-01,11.6965
214,sugar,2006-11-01,11.732
215,sugar,2006-10-01,11.5090909090909
216,sugar,2006-09-01,12.3135
217,sugar,2006-08-01,12.9795652173913
218,sugar,2006-07-01,15.857
219,sugar,2006-06-01,15.6890909090909
220,sugar,2006-05-01,16.9004545454545
221,sugar,2006-04-01,17.4626315789474
222,sugar,2006-03-01,17.0821739130435
223,sugar,2006-02-01,18.0526315789474
224,sugar,2006-01-01,16.187
225,sugar,2005-12-01,13.9271428571429
226,sugar,2005-11-01,11.808
227,sugar,2005-10-01,11.6128571428571
228,sugar,2005-09-01,10.8104761904762
229,sugar,2005-08-01,9.87521739130434
230,sugar,2005-07-01,9.5975
231,sugar,2005-06-01,9.03318181818182
232,sugar,2005-05-01,8.51142857142857
233,sugar,2005-04-01,8.52571428571428
234,sugar,2005-03-01,8.895
235,sugar,2005-02-01,9.32368421052632
236,sugar,2005-01-01,8.922
237,sugar,2004-12-01,8.79523809523809
238,sugar,2004-11-01,8.666
239,sugar,2004-10-01,8.96380952380952
240,sugar,2004-09-01,8.67428571428571
241,sugar,2004-08-01,7.87909090909091
242,sugar,2004-07-01,8.16571428571429
243,sugar,2004-06-01,7.51428571428571
244,sugar,2004-05-01,6.6225
245,sugar,2004-04-01,6.86047619047619
246,sugar,2004-03-01,6.49608695652174
247,sugar,2004-02-01,5.87315789473684
248,sugar,2004-01-01,6.03052631578947
249,sugar,2003-12-01,6.34380952380952
250,sugar,2003-11-01,6.19111111111111
251,sugar,2003-10-01,6.09826086956522
252,sugar,2003-09-01,6.27142857142857
253,sugar,2003-08-01,6.70904761904762
254,sugar,2003-07-01,6.73227272727273
255,sugar,2003-06-01,6.4047619047619
256,sugar,2003-05-01,7.01380952380952
257,sugar,2003-04-01,7.26190476190476
258,sugar,2003-03-01,7.84333333333334
259,sugar,2003-02-01,8.34833333333334
260,sugar,2003-01-01,7.89047619047619
261,sugar,2002-12-01,7.508
262,sugar,2002-11-01,7.29684210526316
263,sugar,2002-10-01,7.02
264,sugar,2002-09-01,6.4095
265,sugar,2002-08-01,5.85681818181818
266,sugar,2002-07-01,5.79476190476191
267,sugar,2002-06-01,5.246
268,sugar,2002-05-01,5.61181818181818
269,sugar,2002-04-01,5.17818181818182
270,sugar,2002-03-01,5.9245
271,sugar,2002-02-01,5.68315789473684
272,sugar,2002-01-01,7.31380952380952
273,sugar,2001-12-01,7.41
274,sugar,2001-11-01,7.278
275,sugar,2001-10-01,6.59608695652174
276,sugar,2001-09-01,7.16066666666667
277,sugar,2001-08-01,7.90434782608696
278,sugar,2001-07-01,8.53619047619048
279,sugar,2001-06-01,8.74285714285714
280,sugar,2001-05-01,8.95954545454546
281,sugar,2001-04-01,8.05210526315789
282,sugar,2001-03-01,8.71681818181818
283,sugar,2001-02-01,9.3625
284,sugar,2001-01-01,10.0595238095238
285,sugar,2000-12-01,9.7175
286,sugar,2000-11-01,9.5135
287,sugar,2000-10-01,10.4131818181818
288,sugar,2000-09-01,9.8575
289,sugar,2000-08-01,10.5978260869565
290,sugar,2000-07-01,9.64047619047619
291,sugar,2000-06-01,8.33454545454546
292,sugar,2000-05-01,6.78086956521739
293,sugar,2000-04-01,6.011
294,sugar,2000-03-01,5.1112
295,sugar,2000-02-01,5.351
296,sugar,2000-01-01,5.6295
297,sugar,1999-12-01,5.982
298,sugar,1999-11-01,6.505
299,sugar,1999-10-01,6.75428571428571
300,sugar,1999-09-01,6.67454545454545
301,sugar,1999-08-01,5.72347826086956
302,sugar,1999-07-01,5.37818181818182
303,sugar,1999-06-01,6.03863636363636
304,sugar,1999-05-01,5.7485
305,sugar,1999-04-01,5.42190476190476
306,sugar,1999-03-01,6.02521739130435
307,sugar,1999-02-01,6.8155
308,sugar,1999-01-01,8.10900020599365
309,sugar,1998-12-01,8.07681846618652
310,sugar,1998-11-01,8.06142902374268
311,sugar,1998-10-01,7.46272706985474
312,sugar,1998-09-01,7.22909069061279
313,sugar,1998-08-01,8.48238086700439
314,sugar,1998-07-01,8.6247615814209
315,sugar,1998-06-01,8.09863662719727
316,sugar,1998-05-01,9.22550010681152
317,sugar,1998-04-01,9.67681789398193
318,sugar,1998-03-01,9.84227275848389
319,sugar,1998-02-01,10.7194995880127
320,sugar,1998-01-01,11.518500328064
321,sugar,1997-12-01,12.3266668319702
322,sugar,1997-11-01,12.0120000839233
323,sugar,1997-10-01,11.3822727203369
324,sugar,1997-09-01,11.3313636779785
325,sugar,1997-08-01,11.7014284133911
326,sugar,1997-07-01,11.5721740722656
327,sugar,1997-06-01,11.4290475845337
328,sugar,1997-05-01,11.1281814575195
329,sugar,1997-04-01,11.2990913391113
330,sugar,1997-03-01,11.1409997940063
331,sugar,1997-02-01,10.8129997253418
332,sugar,1997-01-01,10.6919050216675
333,sugar,1996-12-01,10.7379999160767
334,sugar,1996-11-01,10.7247619628906
335,sugar,1996-10-01,11.1239128112793
336,sugar,1996-09-01,11.915714263916
337,sugar,1996-08-01,12.3663635253906
338,sugar,1996-07-01,12.8069562911987
339,sugar,1996-06-01,12.173999786377
340,sugar,1996-05-01,11.3777275085449
341,sugar,1996-04-01,11.9838094711304
342,sugar,1996-03-01,12.8990478515625
343,sugar,1996-02-01,12.8185710906982
344,sugar,1996-01-01,12.5336360931396
345,sugar,1995-12-01,12.3100004196167
346,sugar,1995-11-01,11.9840908050537
347,sugar,1995-10-01,11.837272644043
348,sugar,1995-09-01,11.6899995803833
349,sugar,1995-08-01,12.9808692932129
350,sugar,1995-07-01,13.5923805236816
351,sugar,1995-06-01,14.0204544067383
352,sugar,1995-05-01,13.5222730636597
353,sugar,1995-04-01,13.6052627563477
354,sugar,1995-03-01,14.5934782028198
355,sugar,1995-02-01,14.4075002670288
356,sugar,1995-01-01,14.7950000762939
357,sugar,1994-12-01,14.6747617721558
358,sugar,1994-11-01,13.9259090423584
359,sugar,1994-10-01,12.7580947875977
360,sugar,1994-09-01,12.594090461731
361,sugar,1994-08-01,12.0947828292847
362,sugar,1994-07-01,11.7742853164673
363,sugar,1994-06-01,12.0481815338135
364,sugar,1994-05-01,11.5799999237061
365,sugar,1994-04-01,11.013500213623
366,sugar,1994-03-01,11.7291307449341
367,sugar,1994-02-01,10.8225002288818
368,sugar,1994-01-01,10.2990474700928
369,sugar,1993-12-01,10.522608757019
370,sugar,1993-11-01,10.0740909576416
371,sugar,1993-10-01,10.2947616577148
372,sugar,1993-09-01,9.53590869903564
373,sugar,1993-08-01,9.34227275848389
374,sugar,1993-07-01,9.67500019073486
375,sugar,1993-06-01,10.3986368179321
376,sugar,1993-05-01,11.8280000686646
377,sugar,1993-04-01,11.1538095474243
378,sugar,1993-03-01,10.6247825622559
379,sugar,1993-02-01,8.55949974060059
380,sugar,1993-01-01,8.23799991607666
381,sugar,1992-12-01,8.14863681793213
382,sugar,1992-11-01,8.55952453613281
383,sugar,1992-10-01,8.7054557800293
384,sugar,1992-09-01,9.31227493286133
385,sugar,1992-08-01,9.86476135253906
386,sugar,1992-07-01,10.3121757507324
387,sugar,1992-06-01,10.347728729248
388,sugar,1992-05-01,9.61333465576172
389,sugar,1992-04-01,9.45571517944336
390,sugar,1992-03-01,8.25045394897461
391,sugar,1992-02-01,7.84299993515015
392,sugar,1992-01-01,8.42409133911133
393,sugar,1991-12-01,9.00190353393555
394,sugar,1991-11-01,8.63299942016602
395,sugar,1991-10-01,9.12588119506836
396,sugar,1991-09-01,9.29550170898438
397,sugar,1991-08-01,9.58829879760742
398,sugar,1991-07-01,10.3219985961914
399,sugar,1991-06-01,9.20000076293945
400,sugar,1991-05-01,7.58809995651245
401,sugar,1991-04-01,8.5099983215332
402,sugar,1991-03-01,9.13999938964844
403,sugar,1991-02-01,8.5099983215332
404,sugar,1991-01-01,8.79999923706055
405,sugar,1990-12-01,9.7400016784668
406,sugar,1990-11-01,10.060001373291
407,sugar,1990-10-01,9.38999938964844
408,sugar,1990-09-01,11.0200004577637
409,sugar,1990-08-01,10.9300003051758
410,sugar,1990-07-01,12
411,sugar,1990-06-01,12.9700012207031
412,sugar,1990-05-01,14.6199989318848
413,sugar,1990-04-01,15.2400016784668
414,sugar,1990-03-01,15.310001373291
415,sugar,1990-02-01,14.6500015258789
416,sugar,1990-01-01,14.2000007629395
417,sugar,1989-12-01,.
418,sugar,1989-11-01,.
419,sugar,1989-10-01,.
420,sugar,1989-09-01,.
421,sugar,1989-08-01,.
422,sugar,1989-07-01,.
423,sugar,1989-06-01,.
424,sugar,1989-05-01,.
425,sugar,1989-04-01,.
426,sugar,1989-03-01,.
427,sugar,1989-02-01,.
428,sugar,1989-01-01,.
429,sugar,1988-12-01,.
430,sugar,1988-11-01,.
431,sugar,1988-10-01,.
432,sugar,1988-09-01,.
433,sugar,1988-08-01,.
434,sugar,1988-07-01,.
435,sugar,1988-06-01,.
436,sugar,1988-05-01,.
437,sugar,1988-04-01,.
438,sugar,1988-03-01,.
439,sugar,1988-02-01,.
440,sugar,1988-01-01,.
441,sugar,1987-12-01,.
442,sugar,1987-11-01,.
443,sugar,1987-10-01,.
444,sugar,1987-09-01,.
445,sugar,1987-08-01,.
446,sugar,1987-07-01,.
447,sugar,1987-06-01,.
448,sugar,1987-05-01,.
449,sugar,1987-04-01,.
450,sugar,1987-03-01,.
451,sugar,1987-02-01,.
452,sugar,1987-01-01,.
453,sugar,1986-12-01,.
454,sugar,1986-11-01,.
455,sugar,1986-10-01,.
456,sugar,1986-09-01,.
457,sugar,1986-08-01,.
458,sugar,1986-07-01,.
459,sugar,1986-06-01,.
460,sugar,1986-05-01,.
461,sugar,1986-04-01,.
462,sugar,1986-03-01,.
463,sugar,1986-02-01,.
464,sugar,1986-01-01,.
465,sugar,1985-12-01,.
466,sugar,1985-11-01,.
467,sugar,1985-10-01,.
468,sugar,1985-09-01,.
469,sugar,1985-08-01,.
470,sugar,1985-07-01,.
471,sugar,1985-06-01,.
472,sugar,1985-05-01,.
473,sugar,1985-04-01,.
474,sugar,1985-03-01,.
475,sugar,1985-02-01,.
476,sugar,1985-01-01,.
477,sugar,1984-12-01,.
478,sugar,1984-11-01,.
479,sugar,1984-10-01,.
480,sugar,1984-09-01,.
481,sugar,1984-08-01,.
482,sugar,1984-07-01,.
483,sugar,1984-06-01,.
484,sugar,1984-05-01,.
485,sugar,1984-04-01,.
486,sugar,1984-03-01,.
487,sugar,1984-02-01,.
488,sugar,1984-01-01,.
489,sugar,1983-12-01,.
490,sugar,1983-11-01,.
491,sugar,1983-10-01,.
492,sugar,1983-09-01,.
493,sugar,1983-08-01,.
494,sugar,1983-07-01,.
495,sugar,1983-06-01,.
496,sugar,1983-05-01,.
497,sugar,1983-04-01,.
498,sugar,1983-03-01,.
499,sugar,1983-02-01,.
500,sugar,1983-01-01,.
501,sugar,1982-12-01,.
502,sugar,1982-11-01,.
503,sugar,1982-10-01,.
504,sugar,1982-09-01,.
505,sugar,1982-08-01,.
506,sugar,1982-07-01,.
507,sugar,1982-06-01,.
508,sugar,1982-05-01,.
509,sugar,1982-04-01,.
510,sugar,1982-03-01,.
511,sugar,1982-02-01,.
512,sugar,1982-01-01,.
513,sugar,1981-12-01,.
514,sugar,1981-11-01,.
515,sugar,1981-10-01,.
516,sugar,1981-09-01,.
517,sugar,1981-08-01,.
518,sugar,1981-07-01,.
519,sugar,1981-06-01,.
520,sugar,1981-05-01,.
521,sugar,1981-04-01,.
522,sugar,1981-03-01,.
523,sugar,1981-02-01,.
524,sugar,1981-01-01,.
525,sugar,1980-12-01,.
526,sugar,1980-11-01,.
527,sugar,1980-10-01,.
528,sugar,1980-09-01,.
529,sugar,1980-08-01,.
530,sugar,1980-07-01,.
531,sugar,1980-06-01,.
532,sugar,1980-05-01,.
533,sugar,1980-04-01,.
534,sugar,1980-03-01,.
535,sugar,1980-02-01,.
536,sugar,1980-01-01,.
